Product_Name,Price,Rating,Product_URL
"HP Stream 14"" HD BrightView Laptop, Intel Celeron N4120, 16GB RAM, 256GB Storage (128GB eMMC + 128GB USB Card), Intel UHD Graphics, HD Camera, Fast Charge, 1 Year Office 365, Win 11 S, Gold",218.,4.4 out of 5 stars,https://www.amazon.com/A315-24P-R7VH-Display-Quad-Core-Processor-Graphics/dp/B0BS4BP8FB/ref=sr_1_6?crid=21S8OXJT0EGY9&dib=eyJ2IjoiMSJ9.5b3mhwD9PdnPIUWzyX2WWbZpxLmMEX-arquJnDUczxjz1LlXIgeeg5xb1ruiOxga1k7ITCsEStfhUHhTf6AtJE95j26SzhfhMEoerfcnHe4EhV0oBg34y8wzoS7NPqekq6TlcEsw8qUaAISl79YE1BXoqLX5rUlBAzQme-N5j9UO7qDkZcvLpSCB_OzTGn7LG6tgYvSGTe4DDdEB0SNR2UuP2p28fQCRwAYo_zI2_1I.ClYZ0xF7BTqDkxD8P6oA3hYZEEfFZxd1sn4ojifhsCQ&dib_tag=se&keywords=laptop&qid=1722276228&sprefix=laptop%2Caps%2C483&sr=8-6
"Laptop Computer Win 11, 15.6 inch 1920x1080 FHD IPS Display, 16GB RAM / 512GB SSD Notebook PC with Intel Core i3-5005U, Support 2.4G/5G Hz WiFi, RJ45, Type-c Charging, BT4.2",499.,4.1 out of 5 stars,https://www.amazon.com/sspa/click?ie=UTF8&spc=MToyNTgxNDM1NDU2MDQxOTY3OjE3MjIyNzYyMjg6c3BfbXRmOjMwMDMxMjY0ODIwMDIwMjo6MDo6&url=%2FMAXCases-Explorer-Work-Pocket-Black%2Fdp%2FB08M117CZG%2Fref%3Dsr_1_7_sspa%3Fcrid%3D21S8OXJT0EGY9%26dib%3DeyJ2IjoiMSJ9.5b3mhwD9PdnPIUWzyX2WWbZpxLmMEX-arquJnDUczxjz1LlXIgeeg5xb1ruiOxga1k7ITCsEStfhUHhTf6AtJE95j26SzhfhMEoerfcnHe4EhV0oBg34y8wzoS7NPqekq6TlcEsw8qUaAISl79YE1BXoqLX5rUlBAzQme-N5j9UO7qDkZcvLpSCB_OzTGn7LG6tgYvSGTe4DDdEB0SNR2UuP2p28fQCRwAYo_zI2_1I.ClYZ0xF7BTqDkxD8P6oA3hYZEEfFZxd1sn4ojifhsCQ%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1722276228%26sprefix%3Dlaptop%252Caps%252C483%26sr%3D8-7-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
"HP Notebook Laptop, 15.6"" HD Touchscreen, Intel Core i3-1115G4 Processor, 32GB RAM, 1TB PCIe SSD, Webcam, Type-C, HDMI, SD Card Reader, Wi-Fi, Windows 11 Home, Silver",356.,4.3 out of 5 stars,https://www.amazon.com/HP-Portable-Student-Business-Quad-Core/dp/B0CPL25J3W/ref=sr_1_8?crid=21S8OXJT0EGY9&dib=eyJ2IjoiMSJ9.5b3mhwD9PdnPIUWzyX2WWbZpxLmMEX-arquJnDUczxjz1LlXIgeeg5xb1ruiOxga1k7ITCsEStfhUHhTf6AtJE95j26SzhfhMEoerfcnHe4EhV0oBg34y8wzoS7NPqekq6TlcEsw8qUaAISl79YE1BXoqLX5rUlBAzQme-N5j9UO7qDkZcvLpSCB_OzTGn7LG6tgYvSGTe4DDdEB0SNR2UuP2p28fQCRwAYo_zI2_1I.ClYZ0xF7BTqDkxD8P6oA3hYZEEfFZxd1sn4ojifhsCQ&dib_tag=se&keywords=laptop&qid=1722276228&sprefix=laptop%2Caps%2C483&sr=8-8
"HP 14 Laptop, Intel Celeron N4020, 4 GB RAM, 64 GB Storage, 14-inch Micro-edge HD Display, Windows 11 Home, Thin & Portable, 4K Graphics, One Year of Microsoft 365 (14-dq0040nr, Snowflake White)",299.,3.9 out of 5 stars,https://www.amazon.com/HP-Display-i3-1125G4-Processor-Windows/dp/B0C3RNRB8W/ref=sr_1_9?crid=21S8OXJT0EGY9&dib=eyJ2IjoiMSJ9.5b3mhwD9PdnPIUWzyX2WWbZpxLmMEX-arquJnDUczxjz1LlXIgeeg5xb1ruiOxga1k7ITCsEStfhUHhTf6AtJE95j26SzhfhMEoerfcnHe4EhV0oBg34y8wzoS7NPqekq6TlcEsw8qUaAISl79YE1BXoqLX5rUlBAzQme-N5j9UO7qDkZcvLpSCB_OzTGn7LG6tgYvSGTe4DDdEB0SNR2UuP2p28fQCRwAYo_zI2_1I.ClYZ0xF7BTqDkxD8P6oA3hYZEEfFZxd1sn4ojifhsCQ&dib_tag=se&keywords=laptop&qid=1722276228&sprefix=laptop%2Caps%2C483&sr=8-9
"ASUS Vivobook 16” WUXGA Laptop, Intel Core i5-1235U, Intel Iris Xe Graphics, 16GB Memory, 512GB SSD, Cool Silver, F1605ZA-AS56",299.,4.4 out of 5 stars,https://www.amazon.com/HP-Generation-i3-1215U-Graphics-14-dq5009nr/dp/B0CS3XPZNH/ref=sr_1_10?crid=21S8OXJT0EGY9&dib=eyJ2IjoiMSJ9.5b3mhwD9PdnPIUWzyX2WWbZpxLmMEX-arquJnDUczxjz1LlXIgeeg5xb1ruiOxga1k7ITCsEStfhUHhTf6AtJE95j26SzhfhMEoerfcnHe4EhV0oBg34y8wzoS7NPqekq6TlcEsw8qUaAISl79YE1BXoqLX5rUlBAzQme-N5j9UO7qDkZcvLpSCB_OzTGn7LG6tgYvSGTe4DDdEB0SNR2UuP2p28fQCRwAYo_zI2_1I.ClYZ0xF7BTqDkxD8P6oA3hYZEEfFZxd1sn4ojifhsCQ&dib_tag=se&keywords=laptop&qid=1722276228&sprefix=laptop%2Caps%2C483&sr=8-10
"Acer Aspire Go 15 Slim Laptop | 15.6"" Full HD IPS 1080P Display | Intel Core i3-N305| Intel UHD Graphics | 8GB LPDDR5 | 128GB HD | Wi-Fi 6 | AI PC | Windows 11 Home in S Mode | AG15-31P-3947",439.,5.0 out of 5 stars,https://www.amazon.com/HP-Stream-BrightView-N4120-Graphics/dp/B0D3GWGB66/ref=sr_1_11?crid=21S8OXJT0EGY9&dib=eyJ2IjoiMSJ9.5b3mhwD9PdnPIUWzyX2WWbZpxLmMEX-arquJnDUczxjz1LlXIgeeg5xb1ruiOxga1k7ITCsEStfhUHhTf6AtJE95j26SzhfhMEoerfcnHe4EhV0oBg34y8wzoS7NPqekq6TlcEsw8qUaAISl79YE1BXoqLX5rUlBAzQme-N5j9UO7qDkZcvLpSCB_OzTGn7LG6tgYvSGTe4DDdEB0SNR2UuP2p28fQCRwAYo_zI2_1I.ClYZ0xF7BTqDkxD8P6oA3hYZEEfFZxd1sn4ojifhsCQ&dib_tag=se&keywords=laptop&qid=1722276228&sprefix=laptop%2Caps%2C483&sr=8-11
"HP 17 inch Laptop, Windows 11 Home Laptop with Microsoft Office Lifetime License, Intel Core i3 8-Core Processor, 32GB RAM 1TB SSD, Fingerprint Reader, Fullsize Keyboard, Plusera Earphone, Silver",183.,4.2 out of 5 stars,https://www.amazon.com/sspa/click?ie=UTF8&spc=MToyNTgxNDM1NDU2MDQxOTY3OjE3MjIyNzYyMjg6c3BfbXRmOjMwMDMyMzQxMzI1NTEwMjo6MDo6&url=%2FRIANIFEL-Computer-1920x1080-Notebook-i3-5005U%2Fdp%2FB0D1VJV1TR%2Fref%3Dsr_1_12_sspa%3Fcrid%3D21S8OXJT0EGY9%26dib%3DeyJ2IjoiMSJ9.5b3mhwD9PdnPIUWzyX2WWbZpxLmMEX-arquJnDUczxjz1LlXIgeeg5xb1ruiOxga1k7ITCsEStfhUHhTf6AtJE95j26SzhfhMEoerfcnHe4EhV0oBg34y8wzoS7NPqekq6TlcEsw8qUaAISl79YE1BXoqLX5rUlBAzQme-N5j9UO7qDkZcvLpSCB_OzTGn7LG6tgYvSGTe4DDdEB0SNR2UuP2p28fQCRwAYo_zI2_1I.ClYZ0xF7BTqDkxD8P6oA3hYZEEfFZxd1sn4ojifhsCQ%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1722276228%26sprefix%3Dlaptop%252Caps%252C483%26sr%3D8-12-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
"Lenovo Ideapad Laptop Touchscreen 15.6"" FHD, Intel Core i3-1215U 6-Core, 24GB RAM, 1TB SSD, Webcam, Bluetooth, Wi-Fi6, SD Card Reader, Windows 11, Grey, GM Accessories",479.,3.9 out of 5 stars,https://www.amazon.com/HP-Notebook-Touchscreen-i3-1115G4-Processor/dp/B0BZ8X9HGT/ref=sr_1_13?crid=21S8OXJT0EGY9&dib=eyJ2IjoiMSJ9.5b3mhwD9PdnPIUWzyX2WWbZpxLmMEX-arquJnDUczxjz1LlXIgeeg5xb1ruiOxga1k7ITCsEStfhUHhTf6AtJE95j26SzhfhMEoerfcnHe4EhV0oBg34y8wzoS7NPqekq6TlcEsw8qUaAISl79YE1BXoqLX5rUlBAzQme-N5j9UO7qDkZcvLpSCB_OzTGn7LG6tgYvSGTe4DDdEB0SNR2UuP2p28fQCRwAYo_zI2_1I.ClYZ0xF7BTqDkxD8P6oA3hYZEEfFZxd1sn4ojifhsCQ&dib_tag=se&keywords=laptop&qid=1722276228&sprefix=laptop%2Caps%2C483&sr=8-13
"ASUS Vivobook Go 15.6” Laptop, AMD Ryzen 5 7520U, 8GB, 512GB, Windows 11 Home, Cool Silver, E1504FA-AS54",249.,4.5 out of 5 stars,https://www.amazon.com/HP-Micro-edge-Microsoft-14-dq0040nr-Snowflake/dp/B0947BJ67M/ref=sr_1_14?crid=21S8OXJT0EGY9&dib=eyJ2IjoiMSJ9.5b3mhwD9PdnPIUWzyX2WWbZpxLmMEX-arquJnDUczxjz1LlXIgeeg5xb1ruiOxga1k7ITCsEStfhUHhTf6AtJE95j26SzhfhMEoerfcnHe4EhV0oBg34y8wzoS7NPqekq6TlcEsw8qUaAISl79YE1BXoqLX5rUlBAzQme-N5j9UO7qDkZcvLpSCB_OzTGn7LG6tgYvSGTe4DDdEB0SNR2UuP2p28fQCRwAYo_zI2_1I.ClYZ0xF7BTqDkxD8P6oA3hYZEEfFZxd1sn4ojifhsCQ&dib_tag=se&keywords=laptop&qid=1722276228&sprefix=laptop%2Caps%2C483&sr=8-14
"HP 14"" HD Stream Laptop Computer for Students and Business, Quad-Core Intel Celeron N Processor, 8GB RAM, 256GB Storage(128GB eMMC+128GB TP SD Card), 1 Year Office 365, HDMI,WiFi,USB-A&C, Win 11",679.,4.0 out of 5 stars,https://www.amazon.com/ASUS-Vivobook-i5-1235U-Graphics-F1605ZA-AS56/dp/B0CWJ642YM/ref=sr_1_15?crid=21S8OXJT0EGY9&dib=eyJ2IjoiMSJ9.5b3mhwD9PdnPIUWzyX2WWbZpxLmMEX-arquJnDUczxjz1LlXIgeeg5xb1ruiOxga1k7ITCsEStfhUHhTf6AtJE95j26SzhfhMEoerfcnHe4EhV0oBg34y8wzoS7NPqekq6TlcEsw8qUaAISl79YE1BXoqLX5rUlBAzQme-N5j9UO7qDkZcvLpSCB_OzTGn7LG6tgYvSGTe4DDdEB0SNR2UuP2p28fQCRwAYo_zI2_1I.ClYZ0xF7BTqDkxD8P6oA3hYZEEfFZxd1sn4ojifhsCQ&dib_tag=se&keywords=laptop&qid=1722276228&sprefix=laptop%2Caps%2C483&sr=8-15
"Lenovo Newest 15.6"" FHD Laptop, Intel Pentium N6000 Quad-core Processor, 16GB Memory, 1TB SSD Storage, Ethernet Port, HDMI, USB-C, WiFi & Bluetooth, Windows 11 Home, WOWPC USB Bundle",519.,4.3 out of 5 stars,https://www.amazon.com/Display-i3-N305-Graphics-Windows-AG15-31P-3947/dp/B0CV5ZSR17/ref=sr_1_16?crid=21S8OXJT0EGY9&dib=eyJ2IjoiMSJ9.5b3mhwD9PdnPIUWzyX2WWbZpxLmMEX-arquJnDUczxjz1LlXIgeeg5xb1ruiOxga1k7ITCsEStfhUHhTf6AtJE95j26SzhfhMEoerfcnHe4EhV0oBg34y8wzoS7NPqekq6TlcEsw8qUaAISl79YE1BXoqLX5rUlBAzQme-N5j9UO7qDkZcvLpSCB_OzTGn7LG6tgYvSGTe4DDdEB0SNR2UuP2p28fQCRwAYo_zI2_1I.ClYZ0xF7BTqDkxD8P6oA3hYZEEfFZxd1sn4ojifhsCQ&dib_tag=se&keywords=laptop&qid=1722276228&sprefix=laptop%2Caps%2C483&sr=8-16
